ProductID=Product Category=Product Sub-Category=Product Name=Unit Price=Unit Cost
TEC-PH/AB10015140#5816=Technology=Phones=Samsung Convoy 3=110.99=79.91
"TEC-PH/DP310586#5355=Technology=Phones=Nokia Smart Phone, Full Size=573.62=567.27"
"TEC-PH/JB1600048#3147=Technology=Phones=Apple Smart Phone, Cordless=572.67=400.89"
TEC-MA/AM1070559#3329=Technology=Machines=Bady BDG101FRU Card Printer=479.99=567.99
"TEC-CO/AB25586#3599=Technology=Copiers=Brother Ink, Color=148.74=75.87"
"TEC-CO/RP192707#6010=Technology=Copiers=Sharp Wireless Fax, Digital=355.56=224.01"
"FUR-CH/BK1126011#4654=Furniture=Chairs=Hon Executive Leather Armchair, Adjustable=409.24=404.7"
"TEC-CO/JM1525027#3710=Technology=Copiers=Canon Wireless Fax, Laser=378.66=193.14"
"FUR-BO/NZ1856545#3176=Furniture=Bookcases=Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors=238.83=196.69"
"OFF-BI/SC20695102#3324=Office Supplies=Binders=Avery Trapezoid Extra Heavy Duty 4"""" Binders=12.58=20.97"
"OFF-AP/NC186257#4501=Office Supplies=Appliances=Hamilton Beach Refrigerator, Black=414.63=459.6"
"OFF-AP/NF183858#4745=Office Supplies=Appliances=Hoover Stove, White=566.61=538.29"
"TEC-CO/NZ185657#3611=Technology=Copiers=Brother Wireless Fax, Laser=340.93=215.94"
"FUR-BO/PM1894045#4849=Furniture=Bookcases=Ikea Classic Bookcase, Mobile=414.27=281.73"
"FUR-TA/MZ1733545#5066=Furniture=Tables=Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table=57.1=59.24"
"OFF-AP/HM498033#4508=Office Supplies=Appliances=Hamilton Beach Stove, White=486.43=383.76"
OFF-BI/RW195407#3308=Office Supplies=Binders=Avery Recycled Flexi-View Covers for Binding Systems=4.81=8.34
"TEC-MA/LH1715545#5572=Technology=Machines=Panasonic Printer, Red=224.09=224.1"
"OFF-AP/FH1436582#4503=Office Supplies=Appliances=Hamilton Beach Refrigerator, Silver=450.79=445.8"
"TEC-PH/KM1666048#3806=Technology=Phones=Cisco Smart Phone, Full Size=587.41=443.85"
"TEC-PH/PO1886545#5840=Technology=Phones=Samsung Smart Phone, Full Size=541.82=344.22"
"TEC-CO/AB1006028#5999=Technology=Copiers=Sharp Fax Machine, High-Speed=293.85=232.17"
OFF-PA/DB130607#6512=Office Supplies=Paper=Xerox 1956=5.98=3.05
"FUR-BO/VM2168591#3891=Furniture=Bookcases=Dania Classic Bookcase, Pine=274.74=173.1"
"FUR-CH/DM1352548#5442=Furniture=Chairs=Office Star Executive Leather Armchair, Black=233.72=434.73"
OFF-ST/NM18520120#4516=Office Supplies=Storage=Hanging Personal Folder File=15.7=11.78
"TEC-PH/LC168857#3149=Technology=Phones=Apple Smart Phone, with Caller ID=319.53=517.65"
"FUR-BO/RO1978027#5948=Furniture=Bookcases=Sauder Classic Bookcase, Metal=435.45=370.14"
"TEC-CO/EM1406548#6012=Technology=Copiers=Sharp Wireless Fax, Laser=320.33=202.89"
"OFF-AP/ON1871545#4738=Office Supplies=Appliances=Hoover Refrigerator, White=524.4=471.96"
OFF-PA/VS2182027#6557=Office Supplies=Paper=Xerox 1998=5.18=3.37
"TEC-CO/CM121157#4593=Technology=Copiers=Hewlett Wireless Fax, Laser=380.19=262.35"
"OFF-BI/AB10060140#3185=Office Supplies=Binders=Avery 3 1/2"""" Diskette Storage Pages, 10/Pack=3.13=5.64"
"FUR-BO/JK153257#3639=Furniture=Bookcases=Bush Library with Doors, Metal=363.78=334.68"
"TEC-CO/RP1927045#4790=Technology=Copiers=HP Wireless Fax, Digital=323.87=280.71"
FUR-TA/DW1354078#4622=Furniture=Tables=Hon 5100 Series Wood Tables=290.98=238.6
OFF-BI/GM1444037#4340=Office Supplies=Binders=GBC DocuBind P400 Electric Binding System=1088.79=734.93
"TEC-CO/SV2081558#3709=Technology=Copiers=Canon Wireless Fax, High-Speed=339.17=346.74"
"TEC-CO/MM1792027#5998=Technology=Copiers=Sharp Fax Machine, Digital=251=295.29"
FUR-CH/JK1612059#4613=Furniture=Chairs=Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs=224.78=261.31
"OFF-AP/EM14200130#4221=Office Supplies=Appliances=Eureka The Boss Lite 10-Amp Upright Vacuum, Blue=80.16=57.72"
TEC-AC/PM1894059#5858=Technology=Accessories=SanDisk Cruzer 64 GB USB Flash Drive=36.32=25.42
"TEC-CO/AT1043582#3587=Technology=Copiers=Brother Copy Machine, Color=173.31=100.74"
"TEC-CO/AB1001527#4577=Technology=Copiers=Hewlett Fax Machine, High-Speed=318.12=203.61"
"TEC-AC/PV1898518#3405=Technology=Accessories=Belkin Router, USB=258.96=145.02"
"FUR-BO/SB2029064#5761=Furniture=Bookcases=Safco Classic Bookcase, Mobile=409.82=392.22"
OFF-PA/SM10005116#6214=Office Supplies=Paper=Strathmore Photo Mount Cards=6.78=3.66
"FUR-BO/KH1633059#5787=Furniture=Bookcases=Safco Library with Doors, Pine=363.76=348.12"
"OFF-AP/MP181757#4736=Office Supplies=Appliances=Hoover Refrigerator, Red=350.84=238.58"
"TEC-MA/LH1702027#6150=Technology=Machines=StarTech Printer, Wireless=128.09=163.95"
OFF-PA/CR126257#6430=Office Supplies=Paper=Xerox 1881=12.28=6.51
"TEC-AC/NC1862511#5223=Technology=Accessories=Memorex Router, Bluetooth=164.14=93.56"
TEC-AC/GM1468091#5109=Technology=Accessories=Logitech G600 MMO Gaming Mouse=79.99=51.19
"FUR-BO/RA1994545#5763=Furniture=Bookcases=Safco Classic Bookcase, Traditional=394.34=425.01"
"TEC-AC/DB1306048#3403=Technology=Accessories=Belkin Router, Erganomic=256.56=212.97"
"FUR-BO/RF197357#3624=Furniture=Bookcases=Bush Classic Bookcase, Metal=370.93=272.04"
"TEC-CO/JH1582048#4789=Technology=Copiers=HP Wireless Fax, Color=361.65=358.05"
"FUR-FU/DM1295551#4762=Furniture=Furnishings=Howard Miller 14-1/2"""" Diameter Chrome Round Wall Clock=63.94=43.48"
OFF-BI/BE1133582#4819=Office Supplies=Binders=Ibico Covers for Plastic or Wire Binding Elements=11.5=6.33
"FUR-TA/SO2033527#5064=Furniture=Tables=Lesro Round Table, Rectangular=239.78=236.78"
OFF-SU/DK12835120#2972=Office Supplies=Supplies=Acme Forged Steel Scissors with Black Enamel Handles=9.31=6.61
"OFF-AP/LC7050110#4502=Office Supplies=Appliances=Hamilton Beach Refrigerator, Red=500.13=320.1"
"OFF-AP/CG125207#4507=Office Supplies=Appliances=Hamilton Beach Stove, Silver=543.09=336.72"
"FUR-TA/HG1502559#5065=Furniture=Tables=Lesro Round Table, with Bottom Storage=452.01=348.06"
"OFF-PA/AD1018059#6420=Office Supplies=Paper=Wirebound Message Books, Four 2 3/4"""" x 5"""" Forms per Page, 600 Sets per Book=9.27=4.91"
"FUR-CH/BP11155139#4532=Furniture=Chairs=Harbour Creations Executive Leather Armchair, Red=347.38=361.68"
"TEC-PH/AA10480130#3805=Technology=Phones=Cisco Smart Phone, Cordless=586.33=390.9"
OFF-BI/RL196157#2911=Office Supplies=Binders=Acco Hanging Data Binders=3.05=1.98
TEC-AC/SW2024559#5744=Technology=Accessories=Sabrent 4-Port USB 2.0 Hub=6.79=4.48
"TEC-AC/BW1111027#4185=Technology=Accessories=Enermax Router, Bluetooth=258.33=235.11"
OFF-PA/YC21895139#6596=Office Supplies=Paper=Xerox 231=5.18=3.37
"TEC-MA/JM1558082#4205=Technology=Machines=Epson Printer, Durable=223.33=162.9"
"FUR-TA/MZ733513#4642=Furniture=Tables=Hon Computer Table, Adjustable Height=318.38=426.15"
"OFF-PA/JF15295120#3114=Office Supplies=Paper=Ampad Gold Fibre Wirebound Steno Books, 6"""" x 9"""", Gregg Ruled=4.41=2.38"
"FUR-TA/DJ3510137#5054=Furniture=Tables=Lesro Computer Table, Adjustable Height=298.14=264.09"
"FUR-TA/MF1825045#5072=Furniture=Tables=Lesro Wood Table, Fully Assembled=248.52=276.66"
"TEC-PH/TC2129545#5354=Technology=Phones=Nokia Smart Phone, Cordless=636.15=432.6"
"FUR-TA/CP1234058#4706=Furniture=Tables=Hon Training Table, Fully Assembled=334.17=200.52"
"FUR-TA/EH1412545#3344=Furniture=Tables=Barricks Conference Table, Fully Assembled=908.55=563.31"
"FUR-TA/NC183407#5421=Furniture=Tables=Office Impressions End Table, 20-1/2""""H x 24""""W x 20""""D=212.63=255.16"
"OFF-AP/JS1603059#3574=Office Supplies=Appliances=Breville Refrigerator, Black=430.57=295.71"
FUR-FU/AM10360139#3936=Furniture=Furnishings=Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting=105.34=80.06
"OFF-AP/JF1519021#3581=Office Supplies=Appliances=Breville Stove, White=503.71=436.56"
FUR-TA/AB100157#4943=Furniture=Tables=KI Adjustable-Height Table=60.19=63.63
"OFF-AP/JG15160139#4966=Office Supplies=Appliances=KitchenAid Stove, Silver=513.81=331.14"
"OFF-ST/AH10075140#6049=Office Supplies=Storage=Smead Lockers, Wire Frame=177.74=179.73"
"TEC-CO/AG1033059#5991=Technology=Copiers=Sharp Copy Machine, High-Speed=239.4=239.4"
OFF-BI/NF1847548#4338=Office Supplies=Binders=GBC DocuBind 300 Electric Binding Machine=420.78=273.51
"OFF-AP/DR129407#3580=Office Supplies=Appliances=Breville Stove, Silver=477.95=506.07"
"OFF-ST/NB1865548#6047=Office Supplies=Storage=Smead Lockers, Industrial=198.9=143.22"
OFF-SU/NM1844527#5635=Office Supplies=Supplies=Premier Electric Letter Opener=115.86=110.07
"FUR-FU/TA213857#4756=Furniture=Furnishings=Howard Miller 12"""" Round Wall Clock=39.29=25.15"
TEC-AC/SC20380102#6351=Technology=Accessories=WD My Passport Ultra 1TB Portable External Hard Drive=55.2=57.27
"TEC-CO/PA9060117#3608=Technology=Copiers=Brother Wireless Fax, Color=380.25=380.25"
"OFF-ST/RB19570120#4257=Office Supplies=Storage=Fellowes File Cart, Blue=137.31=82.41"
"TEC-MA/LH1675036#4210=Technology=Machines=Epson Receipt Printer, Red=114.18=57.09"
"OFF-ST/KB1658527#4266=Office Supplies=Storage=Fellowes Lockers, Blue=207.33=118.2"
"FUR-BO/AH1007523#3903=Furniture=Bookcases=Dania Library with Doors, Pine=363.75=323.76"
"FUR-BO/MZ751560#4862=Furniture=Bookcases=Ikea Library with Doors, Pine=364.74=255.33"
"FUR-BO/DM1334558#3640=Furniture=Bookcases=Bush Library with Doors, Mobile=330.16=209.1"
"FUR-BO/CA1196566#5950=Furniture=Bookcases=Sauder Classic Bookcase, Pine=437.34=363"
"FUR-FU/SC20305120#4022=Furniture=Furnishings=Eldon 400 Class Desk Accessories, Black Carbon=8.75=5.08"
"OFF-AP/MH1811558#3571=Office Supplies=Appliances=Breville Microwave, Red=256.45=202.17"
OFF-SU/KS163007#3839=Office Supplies=Supplies=Compact Automatic Electric Letter Opener=95.45=116.92
FUR-CH/BG1174078#5429=Furniture=Chairs=Office Star - Mesh Screen back chair with Vinyl seat=104.78=116.57
"OFF-AP/CR2625108#4732=Office Supplies=Appliances=Hoover Microwave, Silver=309.39=157.8"
"OFF-AP/DK1309027#4962=Office Supplies=Appliances=KitchenAid Refrigerator, Silver=352.46=257.3"
"OFF-PA/JL1583527#6415=Office Supplies=Paper=Wirebound Message Book, 4 per Page=5.43=2.77"
OFF-PA/AP1072058#6577=Office Supplies=Paper=Xerox 214=5.18=3.37
OFF-FA/CR1282058#5459=Office Supplies=Fasteners=OIC Binder Clips=3.58=1.79
"OFF-PA/BF110807#3115=Office Supplies=Paper=Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”=6.24=3.43"
"FUR-TA/JM15265102#3358=Furniture=Tables=Barricks Wood Table, Rectangular=514.5=277.83"
"FUR-BO/TW2102545#5967=Furniture=Bookcases=Sauder Library with Doors, Mobile=362.84=261.42"
"FUR-BO/RB1933045#3626=Furniture=Bookcases=Bush Classic Bookcase, Pine=414.03=211.17"
"FUR-TA/AB10060117#3345=Furniture=Tables=Barricks Conference Table, Rectangular=271.4=615.18"
OFF-AR/JR567038#5327=Office Supplies=Art=Newell 347=4.28=3.04
OFF-AP/MD1735028#4739=Office Supplies=Appliances=Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum=2.22=1.55
"FUR-TA/EB13840139#4645=Furniture=Tables=Hon Conference Table, Adjustable Height=923.67=702"
"FUR-CH/JL58359#5776=Furniture=Chairs=SAFCO Executive Leather Armchair, Set of Two=309.12=281.3"
"OFF-AP/EP1391559#4505=Office Supplies=Appliances=Hamilton Beach Stove, Black=361.18=335.9"
OFF-LA/MS17770139#5591=Office Supplies=Labels=Permanent Self-Adhesive File Folder Labels for Typewriters by Universal=2.61=1.41
"OFF-AR/CM1265545#5458=Office Supplies=Art=OIC #2 Pencils, Medium Soft=1.5=1.33"
OFF-BI/JC610575#3301=Office Supplies=Binders=Avery Metallic Poly Binders=1.72=2.98
"TEC-MA/GB145307#5017=Technology=Machines=Konica Printer, Wireless=227.66=259.83"
"FUR-BO/JH161805#3627=Furniture=Bookcases=Bush Classic Bookcase, Traditional=371.41=243.51"
"OFF-AP/MT807038#4964=Office Supplies=Appliances=KitchenAid Stove, Black=472.75=427.2"
"FUR-CH/AB1010558#4544=Furniture=Chairs=Harbour Creations Rocking Chair, Adjustable=99.72=63.84"
"FUR-BO/CV280572#4848=Furniture=Bookcases=Ikea Classic Bookcase, Metal=411.21=333.09"
"TEC-CO/NH1861092#3596=Technology=Copiers=Brother Fax Machine, Digital=190.91=184.56"
"TEC-CO/HJ1487527#4591=Technology=Copiers=Hewlett Wireless Fax, Digital=379.83=224.1"
"OFF-AP/JL1517518#3573=Office Supplies=Appliances=Breville Microwave, White=299.85=200.91"
"TEC-CO/MY1829593#3688=Technology=Copiers=Canon Fax Machine, High-Speed=316.59=278.61"
"FUR-CH/KC1654093#4656=Furniture=Chairs=Hon Executive Leather Armchair, Red=459.39=390.51"
"TEC-PH/CS1246093#3146=Technology=Phones=Apple Signal Booster, with Caller ID=122.99=124.38"
"TEC-CO/HA1492027#4792=Technology=Copiers=HP Wireless Fax, Laser=180.11=338.61"
OFF-PA/MT1781545#6504=Office Supplies=Paper=Xerox 1949=3.98=2.54
"TEC-CO/FW1439545#4571=Technology=Copiers=Hewlett Fax and Copier, Color=194.31=151.59"
OFF-BI/BH1171048#4343=Office Supplies=Binders=GBC DocuBind TL300 Electric Binding System=269.1=475.4
FUR-CH/DK1289559#5430=Furniture=Chairs=Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms=144.88=123.95
FUR-TA/KD1627018#3427=Furniture=Tables=Bevis Round Conference Table Top & Single Column Base=146.34=115.61
"TEC-PH/SC208458#5815=Technology=Phones=Samsung Audio Dock, with Caller ID=66.73=161.85"
FUR-BO/CY1274582#5529=Furniture=Bookcases=O'Sullivan Living Dimensions 5-Shelf Bookcases=176.78=198.88
"OFF-AP/HL150407#4961=Office Supplies=Appliances=KitchenAid Refrigerator, Red=316.76=374.85"
"OFF-AP/CT1199566#4733=Office Supplies=Appliances=Hoover Microwave, White=306.78=223.95"
"OFF-ST/CC12370139#5691=Office Supplies=Storage=Rogers File Cart, Blue=126.6=139.29"
"FUR-CH/GR456072#5412=Furniture=Chairs=Novimex Swivel Stool, Black=162.03=126.39"
"OFF-AP/TT2107058#3578=Office Supplies=Appliances=Breville Stove, Black=560.97=398.31"
"FUR-TA/PO19195120#3763=Furniture=Tables=Chromcraft Conference Table, Adjustable Height=466.59=396.62"
TEC-AC/ED13885144#5138=Technology=Accessories=Logitech Trackman Marble Mouse=23.99=17.39
"FUR-TA/AP1091559#5053=Furniture=Tables=Lesro Coffee Table, with Bottom Storage=252=168.84"
"OFF-BI/TM2149031#5638=Office Supplies=Binders=Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"""" x 11""""=31.02=20.94"
TEC-AC/AW1084091#5094=Technology=Accessories=Logitech 910-002974 M325 Wireless Mouse for Web Scrolling=23.99=16.79
"FUR-CH/SG10605107#4655=Furniture=Chairs=Hon Executive Leather Armchair, Black=457.14=288"
"FUR-BO/BM1178582#3648=Furniture=Bookcases=Bush Stackable Bookrack, Traditional=114.36=113.16"
"FUR-BO/DK1337582#5969=Furniture=Bookcases=Sauder Library with Doors, Traditional=348.87=383.76"
"OFF-ST/AS10090140#6046=Office Supplies=Storage=Smead Lockers, Blue=198.42=168.66"
"TEC-CO/SF10200134#3595=Technology=Copiers=Brother Fax Machine, Color=319.98=176.01"
"OFF-ST/JW5220111#5702=Office Supplies=Storage=Rogers Lockers, Single Width=211.65=118.53"
"TEC-CO/CC1210082#4568=Technology=Copiers=Hewlett Copy Machine, Color=246.55=257.16"
"FUR-FU/RD1993092#4050=Furniture=Furnishings=Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry=7.5=6.75"
"TEC-CO/BP123022#4588=Technology=Copiers=Hewlett Personal Copier, High-Speed=142.47=141.06"
"FUR-BO/SA20830139#4850=Furniture=Bookcases=Ikea Classic Bookcase, Pine=413.1=404.85"
"FUR-FU/EM1381058#3844=Furniture=Furnishings=Computer Room Manger, 14""""=32.48=20.79"
"TEC-CO/CS12175130#4578=Technology=Copiers=Hewlett Fax Machine, Laser=319.92=166.38"
OFF-AR/JD16060120#5285=Office Supplies=Art=Newell 309=11.55=8.09
"OFF-AP/GH1466527#4504=Office Supplies=Appliances=Hamilton Beach Refrigerator, White=413.56=328.86"
"OFF-ST/CM1193527#5700=Office Supplies=Storage=Rogers Lockers, Blue=190.46=196.83"
"OFF-ST/JB1600093#6261=Office Supplies=Storage=Tenex Lockers, Blue=183.74=151.08"
OFF-AP/RB9465108#3367=Office Supplies=Appliances=Belkin 7-Outlet SurgeMaster Home Series=13.97=10.34
"FUR-CH/RB1979518#5456=Furniture=Chairs=Office Star Swivel Stool, Red=173.94=165.27"
"OFF-EN/PO191957#2848=Office Supplies=Envelopes=#10- 4 1/8"""" x 9 1/2"""" Recycled Envelopes=8.74=4.63"
OFF-BI/TS212057#6094=Office Supplies=Binders=SpineVue Locking Slant-D Ring Binders by Cardinal=7.31=4.75
"TEC-MA/MV8190117#5005=Technology=Machines=Konica Card Printer, Wireless=175.17=87.6"
"FUR-TA/BD11560139#3359=Furniture=Tables=Barricks Wood Table, with Bottom Storage=361.85=413.55"
"TEC-AC/PS1876059#3402=Technology=Accessories=Belkin Router, Bluetooth=232.88=183.72"
OFF-LA/FM1421551#6021=Office Supplies=Labels=Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set=3=1.95
"FUR-TA/CA1277558#3343=Furniture=Tables=Barricks Conference Table, Adjustable Height=591.03=645.6"
OFF-ST/CD1279048#6158=Office Supplies=Storage=Sterilite Show Offs Storage Containers=4.22=5.28
"OFF-AP/NL1831092#3867=Office Supplies=Appliances=Cuisinart Microwave, White=276.6=246.18"
OFF-LA/TB2105545#3224=Office Supplies=Labels=Avery 502=2.52=1.64
OFF-BI/KD1649527#3473=Office Supplies=Binders=Binder Posts=1.72=3.1
"FUR-BO/EH412557#5971=Furniture=Bookcases=Sauder Stackable Bookrack, Mobile=132.14=104.25"
"FUR-TA/KB1660058#5059=Furniture=Tables=Lesro Conference Table, Rectangular=598.61=453.24"
"TEC-MA/MG1769564#5502=Technology=Machines=Okidata Inkjet, White=311.25=270.81"
"TEC-CO/VF21715102#3706=Technology=Copiers=Canon Personal Copier, Laser=128.47=105.63"
"TEC-CO/BP11290113#3609=Technology=Copiers=Brother Wireless Fax, Digital=340.61=193.02"
"FUR-BO/HZ49504#5798=Furniture=Bookcases=Safco Stackable Bookrack, Pine=135.3=96.24"
"FUR-CH/EM1382566#5447=Furniture=Chairs=Office Star Rocking Chair, Black=138.48=88.65"
"FUR-BO/BS1180059#3641=Furniture=Bookcases=Bush Library with Doors, Pine=365.67=277.92"
"OFF-AP/DV1346539#4956=Office Supplies=Appliances=KitchenAid Microwave, Black=309.75=309.75"
"TEC-MA/MB173057#4206=Technology=Machines=Epson Printer, Red=233.79=205.23"
"OFF-ST/PC19000120#4057=Office Supplies=Storage=Eldon File Cart, Single Width=128.37=73.2"
"FUR-TA/CA1231045#4711=Furniture=Tables=Hon Wood Table, Fully Assembled=532.8=351.66"
"TEC-CO/MB1808545#4592=Technology=Copiers=Hewlett Wireless Fax, High-Speed=378.39=192.99"
"TEC-MA/DB3660107#5511=Technology=Machines=Okidata Printer, Red=239.09=263.01"
OFF-PA/BG1174018#6535=Office Supplies=Paper=Xerox 1978=5.78=2.95
"TEC-PH/KB1631578#5263=Technology=Phones=Motorola Signal Booster, Cordless=145.98=91.98"
"OFF-ST/PK190757#5708=Office Supplies=Storage=Rogers Shelving, Wire Frame=61.2=42.24"
"OFF-AP/CS121757#3872=Office Supplies=Appliances=Cuisinart Stove, Black=358.48=297.54"
"FUR-BO/AF1088545#5786=Furniture=Bookcases=Safco Library with Doors, Mobile=364.85=274.62"
